text,category
I am middle-aged,greetings
I am Latina,greetings
I am old,greetings
I am Korean,greetings
I am a conservative,greetings
I am a cook,greetings
I am a cop,greetings
I am a CPA,greetings
I am a Capitalist,greetings
I am bipolar,greetings
I am an engineer,greetings
I am an extrovert,greetings
I am an immigrant,greetings
I am an Independent,greetings
I am an introvert,greetings
I am an only child,greetings
I am a student,greetings
I am bald,greetings
I am an artist,greetings
I am black,greetings
I am Canadian,greetings
I am Chinese,greetings
I am competitive,greetings
I am conservative,greetings
I am cute,greetings
I am divorced,greetings
I am athletic,greetings
I am a writer,greetings
I'm a child of god,greetings
I am a tech journalist,greetings
I am a tech worker,greetings
I am a teenager,greetings
I am a Trump supporter,greetings
I am a vegan,greetings
I am a vegetarian,greetings
I am an educator,greetings
I am a Warren supporter,greetings
I am an atheist,greetings
I am African American,greetings
I am an activist,greetings
I am an agnostic,greetings
I am an Aquarius,greetings
I am an Aries,greetings
I am a Taurus,greetings
I am a Virgo,greetings
I'm in a relationship,greetings
I'm black,greetings
I'm Gen Y,greetings
I'm Gen Z,greetings
I'm German,greetings
I'm going to do that,greetings
I'm handsome,greetings
I'm gangsta,greetings
I'm Hispanic,greetings
I'm from there,greetings
I'm in Seattle,greetings
I'm in the city,greetings
I'm in the country,greetings
I'm Indian,greetings
I'm Irish,greetings
I'm Japanese,greetings
I'm hindu,greetings
I'm cute,greetings
I'm a Pisces,greetings
I'm blond,greetings
I'm a liberal,greetings
I'm a Libertarian,greetings
I'm a Libra,greetings
I'm a librarian,greetings
I'm a man,greetings
I'm a journalist,greetings
I'm a Hoosier,greetings
I'm a redhead,greetings
I'm a Republican,greetings
I'm a robot,greetings
I'm a salesman,greetings
I'm a scientist,greetings
I'm a millennial,greetings
I'm a diver,greetings
I'm a Christian,greetings
I'm a Communist,greetings
I'm a conservative,greetings
I'm a cook,greetings
I'm a cop,greetings
I'm a CPA,greetings
I'm a lawyer,greetings
I'm a dime,greetings
I'm a Taurus,greetings
I'm a dog person,greetings
I'm a fighter,greetings
I'm a game designer,greetings
I'm a gangster,greetings
I'm a genius,greetings
I'm a girl,greetings
I'm a golfer,greetings
I'm a Democrat,greetings
I'm an immigrant,greetings
I'm an Aquarius,greetings
I'm an Aries,greetings
I'm an artist,greetings
I'm an astronaut,greetings
I'm an atheist,greetings
I'm a student,greetings
I'm an extrovert,greetings
I'm an activist,greetings
I'm an Independent,greetings
I'm an introvert,greetings
I'm an only child,greetings
I'm athletic,greetings
I'm awesome,greetings
I'm bald,greetings
I'm bipolar,greetings
I'm an engineer,greetings
I'm a Warren supporter,greetings
I'm a Leo,greetings
I'm a teacher,greetings
I'm a tech journalist,greetings
I'm a tech worker,greetings
I'm a teenager,greetings
I'm a Trump supporter,greetings
I'm a vegan,greetings
I'm an alien,greetings
I'm a Virgo,greetings
I'm an adult,greetings
I'm a woman,greetings
I'm a writer,greetings
I'm African American,greetings
I'm agnostic,greetings
I'm amazing,greetings
I'm American,greetings
I'm a swimmer,greetings
I'm a vegetarian,greetings
Greetings!,greetings
Hi How is it going?,greetings
How are you doing?,greetings
Nice to meet you.,greetings
How do you do?,greetings
Hi nice to meet you.,greetings
It is a pleasure to meet you.,greetings
Top of the morning to you!,greetings
What's up?,greetings
I am still waiting on my card?,non-greetings
What can I do if my card still hasn't arrived after 2 weeks?,non-greetings
I have been waiting over a week. Is the card still coming?,non-greetings
Can I track my card while it is in the process of delivery?,non-greetings
"How do I know if I will get my card, or if it is lost?",non-greetings
When did you send me my new card?,non-greetings
Do you have info about the card on delivery?,non-greetings
What do I do if I still have not received my new card?,non-greetings
Does the package with my card have tracking?,non-greetings
I ordered my card but it still isn't here,non-greetings
Why has my new card still not come?,non-greetings
"I still haven't received my card after two weeks, is it lost?",non-greetings
Can you track my card for me?,non-greetings
Is there a way to track the delivery of my card?,non-greetings
It's been a week since I ordered my card and it's not here. Please help?,non-greetings
Will I be able to track the card that was sent to me?,non-greetings
I don't have my card in 1 week.  Should I be worried?,non-greetings
How do I know when my new card is going to arrive?,non-greetings
My new card has not been delivered to my home yet. What is going on?,non-greetings
It's been a week since you issued me a card and I still didn't get it. Should I keep waiting?,non-greetings
"On the card that is coming, what's the tracking info?",non-greetings
My card has been found. Is there any way for me to put it back into the app?,non-greetings
I was able to find my card. How to I go about putting it into my app?,non-greetings
how do I get my card to show in the app?,non-greetings
I just got my card.  It's not linked yet--how do I do that?,non-greetings
"lost card found, want to put it back in app",non-greetings
"I just got a card, how can I add it to the app?",non-greetings
Is there any way to see my card in the app?,non-greetings
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,non-greetings
I found my card. How can I put it into my app?,non-greetings
How do I make my card show up in the app?,non-greetings
Can you show me where to link the new card?,non-greetings
I found my old card. Can I link it back into the app?,non-greetings
"Show me how to link the new card,",non-greetings
How do I add an existing card to the app?,non-greetings
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,non-greetings
How do I link one of your card that I already have?,non-greetings
If I have a physical card can I link it?,non-greetings
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,non-greetings
Can I add a card that I just found (again) to the app?,non-greetings
How can I make my card show up in the app?,non-greetings
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",non-greetings
I would like to know why a withdraw I made for some cash shows up as pending.,non-greetings
Why is my cash withdrawal still showing as pending?,non-greetings
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",non-greetings
I tried to get cash out of the ATM but it is taking too long,non-greetings
Why is the cash withdrawal under pending?,non-greetings
What does it mean if my cash withdrawal does not show up properly?,non-greetings
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",non-greetings
Why is my ATM withdrawal still pending?,non-greetings
Is the cash withdrawal going to show?,non-greetings
"Cash withdrawal has been pending, why is it so?",non-greetings
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,non-greetings
How long does it take to verify a cash withdraw?,non-greetings
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",non-greetings
Why has my withdrawal not posted?,non-greetings
"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM",non-greetings
Why is the cash withdraw I made shown as pending?,non-greetings
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",non-greetings
Should my cash withdrawal still be pending?,non-greetings
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",non-greetings
There should be a cash withdrawal that I haven't seen yet.,non-greetings
Can it specifically be delivered on a certain date?,non-greetings
I need to get my card quickly,non-greetings
When can I expect my card? I live in the US.,non-greetings
Help! When will the card arrive at my home?,non-greetings
Can I get my card fast tracked?,non-greetings
How long is the wait for my card?,non-greetings
i need to expedite my card,non-greetings
When should I expect to receive my card?,non-greetings
How long until my card will get here?,non-greetings
How long is the delivery time to the US?,non-greetings
Can I have it delivered on a specific date?,non-greetings
"i am express delivering my card to the us, how long will that take",non-greetings
I need my card soon.,non-greetings
Can I choose when my card is delivered?,non-greetings
When will my card be here?,non-greetings
How long will delivery to the US take?,non-greetings
When can I expect delivery?,non-greetings
Can I specify a day for my card to be delivered?,non-greetings
I'm worried my card might be lost in the mail? How long does it usually take to arrive?,non-greetings
When will my card be delivered?,non-greetings
can the delivery be specific to my needs?,non-greetings
I can't use my card because it is not working.,non-greetings
I can't seem to be able to use my card,non-greetings
"My card isn't working at all, I need assistance. It's really frustrating.",non-greetings
Can you tell me what the problem with my card is? It was declined at a restaurant today.,non-greetings
How do I fix a broken card?,non-greetings
My card was working but now it doesn't.,non-greetings
I cannot seem to use my card.,non-greetings
I think my card is broke it's not working anymore,non-greetings
I have not been able to use this card.,non-greetings
What do I do if i accidentally broke my card?,non-greetings
How come my card doesn't work anymore?,non-greetings
"For a week now, I have tried to use my card and it is still not working.",non-greetings
My actual card isn't functioning.,non-greetings
I can't get the card itself to work.,non-greetings
What should I do if my card doesn't work?,non-greetings
Why won't my card work.,non-greetings
My card will not work,non-greetings
My card is not working.,non-greetings
HOW LONG THE CARD VALIDITY,non-greetings
My card seems to not be working at all.,non-greetings
My card gets rejected when I try to use it,non-greetings
"My entire gym bag, including my wallet, was stolen out of my locker today. Everything in my wallet is gone - how do I block the card to make it can't be used?",non-greetings
I can't find my card and think it may have been stolen.,non-greetings
"Someone stole my card. I need to report it stolen. I made a police report already, but how do I report it with you?",non-greetings
"I cant find my card, it's gone.",non-greetings
My card is lost! What can I do?,non-greetings
I lost my card,non-greetings
Oh no!  I lost my card!  Help!,non-greetings
"I believe my card has been stolen, what can I do about this situation? It's urgent.",non-greetings
Help! Someone stole my card!,non-greetings
Help.  I have a stolen card!,non-greetings
"card is lost, please help",non-greetings
How do I report my card stolen?,non-greetings
My card is gone I think it was stolen,non-greetings
Is a copy of the police report necessary for completing the report process?,non-greetings
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,non-greetings
How do I deal with a stolen card?,non-greetings
Can you freeze my card it was stolen,non-greetings
Help!  I can't find my card.,non-greetings
What should I do if I lost my card?,non-greetings
I need help with a lost card,non-greetings
I think my card was stolen.,non-greetings
I made a transaction this morning and would like to revert it.,non-greetings
Can i cancel a charge?,non-greetings
Can I cancel my transaction?,non-greetings
I made a transaction but did it to the wrong account.,non-greetings
Tell me how to cancel a transfer.,non-greetings
I need you to cancel a transfer that I made.  It is the wrong account number and the app won't let me stop the transaction.  Please stop it!,non-greetings
"I need to cancel my recent transfer immediately, I made a mistake there, please help quickly before it goes through",non-greetings
I would like to revert a transaction I did this morning,non-greetings
If I make a transaction can I cancel it?,non-greetings
How can I cancel a transfer?,non-greetings
Is there any way to cancel a transfer?,non-greetings
I accidentally made a transaction to the wrong account.,non-greetings
I want to cancel a transfer right away! Can you help?,non-greetings
Help me cancel my transaction,non-greetings
"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",non-greetings
Can I cancel a transfer,non-greetings
I want to reverse my transaction from earlier,non-greetings
Is there a way to revert my transaction from this morning?,non-greetings
I'd like to cancel a transfer,non-greetings
Can I cancel a transfer if is already processed?,non-greetings
I transferred the wrong amount and would like to cancel the transaction.,non-greetings
"I don't know if this is an issue with the ATM or my account, but I just tried withdrawing 30 pounds from the ATM I'm at now and it only gave me 10. Is this a glitch or what exactly is going on?",non-greetings
I didn't get all the cash I requested for at the ATM,non-greetings
How come the ATM gave me less cash than what I asked for?,non-greetings
Why did I not get my cash back after I withdrew?,non-greetings
I got less cash than the one I specified in the ATM,non-greetings
The amount of cash I received was incorrect,non-greetings
I'm at an ATM and withdrew 30 pounds and was only given 10. What should I do?,non-greetings
The ATM gave me the wrong amount of cash today when I went to withdraw. The app says it was more.,non-greetings
The amount of cash I received was different than what I requested.,non-greetings
"Hi. I just withdrew cash from an ATM and received the wrong amount. However, my app shows the correct amount I withdrew. How do I get the rest of the cash?",non-greetings
"The wrong amount of cash came out of the ATM today when I went to withdraw. When I looked at the app, it was showing it was much more.",non-greetings
I did not get as much cash as I requested at the ATM.,non-greetings
"How can I request cash back? The ATM just gave me the wrong amount, the app shows the amount that I've been actually charged though...",non-greetings
Where is the money I pushed it's on my mobile app as being withdrawn.,non-greetings
Why did I not get all the cash I asked for?,non-greetings
My cash withdrawal was partly declined,non-greetings
Why did I only get $20 when I tried to get $100,non-greetings
I have withdrawn cash from ATM but i received the wrong amount. I want cash back as in app its showing actual amount which i got. Please help me in this.,non-greetings
"I went to withdraw some cash earlier today, but seems the ATM gave me the wrong amount of cash! The amount showing up in the app is a lot more",non-greetings
I tried to get $100 but I just got $20,non-greetings
I have not received the amount of cash i was supposed to.,non-greetings
